date_id,date,outlet_id,territory_id,device_id,sug_sales_units,eligible_device_units,sug_sales_revenue,accessory_revenue,return_units,passing_surveys,total_surveys
20250224,2025-02-24,OUT-031,T-013,DEV-007,289,446,45899.54,11953.18,8,176,195
20250225,2025-02-25,OUT-031,T-013,DEV-006,305,452,44397.99,11209.11,12,165,204
20250226,2025-02-26,OUT-031,T-013,DEV-007,317,529,54627.88,14948.6,7,170,201
20250227,2025-02-27,OUT-031,T-013,DEV-008,256,396,52085.55,13326.18,11,171,197
20250228,2025-02-28,OUT-031,T-013,DEV-006,277,420,51440.06,13193.1,9,172,199
20250301,2025-03-01,OUT-031,T-013,DEV-003,204,298,34220.82,9015.49,5,112,134
20250302,2025-03-02,OUT-031,T-013,DEV-003,197,286,28518.4,6981.43,7,119,135
20250303,2025-03-03,OUT-031,T-013,DEV-002,306,456,53337.56,13229.19,8,164,195
20250304,2025-03-04,OUT-031,T-013,DEV-007,293,455,49328.77,12534.43,10,172,206
20250305,2025-03-05,OUT-031,T-013,DEV-004,256,388,49258.96,13432.02,9,168,199
20250306,2025-03-06,OUT-031,T-013,DEV-008,288,455,52322.5,13197.04,10,169,201
20250307,2025-03-07,OUT-031,T-013,DEV-005,279,415,52603.67,13307.87,10,174,197
20250308,2025-03-08,OUT-031,T-013,DEV-005,206,300,32336.15,9073.83,6,122,140
20250309,2025-03-09,OUT-031,T-013,DEV-001,180,286,35563,9445.75,2,106,134
20250310,2025-03-10,OUT-031,T-013,DEV-001,305,439,42169.84,12070.03,10,168,194
20250311,2025-03-11,OUT-031,T-013,DEV-004,340,517,56071.78,14907.37,9,177,201
20250312,2025-03-12,OUT-031,T-013,DEV-002,293,463,56916.06,15527.32,11,175,196
20250313,2025-03-13,OUT-031,T-013,DEV-007,289,445,51605.89,14119.17,10,160,195
20250314,2025-03-14,OUT-031,T-013,DEV-006,296,471,52722.24,14675.69,8,167,199
20250315,2025-03-15,OUT-031,T-013,DEV-007,214,337,36177.18,9438.65,8,118,145
20250316,2025-03-16,OUT-031,T-013,DEV-005,185,289,40284.27,11656.04,9,112,125
20250317,2025-03-17,OUT-031,T-013,DEV-006,313,485,51811.07,14396.22,12,174,206
20250318,2025-03-18,OUT-031,T-013,DEV-001,250,391,54538.47,14169.13,8,170,203
20250319,2025-03-19,OUT-031,T-013,DEV-004,256,398,56697.29,15174.93,7,180,199
20250320,2025-03-20,OUT-031,T-013,DEV-002,349,505,50327.67,13558,10,161,208
20250321,2025-03-21,OUT-031,T-013,DEV-005,314,449,46225.15,11944.29,7,171,206
20250322,2025-03-22,OUT-031,T-013,DEV-004,178,285,28325.56,6913.78,8,120,130
20250323,2025-03-23,OUT-031,T-013,DEV-001,202,308,41633.15,12236.91,9,116,131
20250324,2025-03-24,OUT-031,T-013,DEV-004,354,542,50358.85,14478.81,12,173,206
20250325,2025-03-25,OUT-031,T-013,DEV-005,295,460,45532.78,11221.43,10,182,204
20250326,2025-03-26,OUT-031,T-013,DEV-005,276,431,54131.6,13856.41,11,184,209
20250327,2025-03-27,OUT-031,T-013,DEV-001,280,402,53656.91,13790.31,3,171,208
20250328,2025-03-28,OUT-031,T-013,DEV-004,311,461,58750.5,15785.65,7,180,204
20250329,2025-03-29,OUT-031,T-013,DEV-005,212,326,34919.86,8973.26,7,122,132
20250330,2025-03-30,OUT-031,T-013,DEV-006,234,352,37352.62,9924.8,11,123,137
20250331,2025-03-31,OUT-031,T-013,DEV-002,290,436,48139.25,12009.3,9,173,201
20250401,2025-04-01,OUT-031,T-013,DEV-006,346,525,44842.63,13092.14,12,172,208
20250402,2025-04-02,OUT-031,T-013,DEV-003,260,375,50838.13,13594.67,9,179,216
20250403,2025-04-03,OUT-031,T-013,DEV-003,290,449,50254.29,13306.49,8,182,206
20250404,2025-04-04,OUT-031,T-013,DEV-006,311,470,55450.15,13528.03,7,185,208
20250405,2025-04-05,OUT-031,T-013,DEV-005,248,379,36730.37,9516.95,11,118,149
20250406,2025-04-06,OUT-031,T-013,DEV-006,188,334,33639.63,9537.05,6,126,151
20250407,2025-04-07,OUT-031,T-013,DEV-004,317,464,53152.58,13401.1,7,173,214
20250408,2025-04-08,OUT-031,T-013,DEV-001,327,484,61664.9,15344.58,10,179,208
20250409,2025-04-09,OUT-031,T-013,DEV-003,331,509,56541.44,13767.98,13,176,210
20250410,2025-04-10,OUT-031,T-013,DEV-002,299,445,46918.07,12117.35,9,180,204
20250411,2025-04-11,OUT-031,T-013,DEV-006,267,438,47165,11561.46,7,175,210
20250412,2025-04-12,OUT-031,T-013,DEV-002,204,329,38630.46,9698.32,4,127,146
20250413,2025-04-13,OUT-031,T-013,DEV-005,206,306,35983.47,10324.08,7,129,136
20250414,2025-04-14,OUT-031,T-013,DEV-001,344,517,49063.73,13637.2,11,174,220
20250415,2025-04-15,OUT-031,T-013,DEV-006,300,464,56778.34,16747.61,11,179,216
20250416,2025-04-16,OUT-031,T-013,DEV-002,264,407,58197.62,17226.77,11,181,209
20250417,2025-04-17,OUT-031,T-013,DEV-007,293,436,57890.43,16763.86,7,186,206
20250418,2025-04-18,OUT-031,T-013,DEV-008,293,421,57606.9,14976,10,178,205
20250419,2025-04-19,OUT-031,T-013,DEV-006,182,251,36946.28,10211.39,5,115,147
20250420,2025-04-20,OUT-031,T-013,DEV-001,214,343,32088.25,8673.47,7,117,145
20250421,2025-04-21,OUT-031,T-013,DEV-005,358,536,57625.87,16004.96,12,178,215
20250422,2025-04-22,OUT-031,T-013,DEV-008,330,459,46094.22,13055.86,15,186,213
20250423,2025-04-23,OUT-031,T-013,DEV-005,314,508,59509.86,16564.46,9,177,214
20250424,2025-04-24,OUT-031,T-013,DEV-008,265,412,57828.4,15465.44,7,188,218
20250425,2025-04-25,OUT-031,T-013,DEV-006,309,460,58344.2,14694.83,9,187,220
20250426,2025-04-26,OUT-031,T-013,DEV-007,203,310,36590.92,9268.16,10,119,153
20250427,2025-04-27,OUT-031,T-013,DEV-008,220,325,41070.22,11098.27,8,124,145
20250428,2025-04-28,OUT-031,T-013,DEV-003,283,408,53838.74,15452.97,8,189,219
20250429,2025-04-29,OUT-031,T-013,DEV-004,298,464,51268.5,15145.05,15,181,216
20250130,2025-01-30,OUT-041,T-017,DEV-006,296,479,42702.54,11835.42,7,160,196
20250131,2025-01-31,OUT-041,T-017,DEV-003,290,456,47142.05,12276.2,12,162,193
20250201,2025-02-01,OUT-041,T-017,DEV-005,189,313,29217.31,7119.95,6,111,132
20250202,2025-02-02,OUT-041,T-017,DEV-005,201,307,33668.24,8294.16,6,108,126
20250203,2025-02-03,OUT-041,T-017,DEV-004,277,426,44621.26,11415.46,8,161,182
20250204,2025-02-04,OUT-041,T-017,DEV-006,316,529,46964.56,13298.4,12,162,201
20250205,2025-02-05,OUT-041,T-017,DEV-006,268,424,51224.85,14116.69,7,161,178
20250206,2025-02-06,OUT-041,T-017,DEV-003,295,476,47811.73,11723.16,10,159,195
20250207,2025-02-07,OUT-041,T-017,DEV-003,325,559,52733.05,14513.8,14,161,185
20250208,2025-02-08,OUT-041,T-017,DEV-002,174,295,34369.73,8760.09,5,109,132
20250209,2025-02-09,OUT-041,T-017,DEV-004,192,315,30268,7896.24,5,106,142
20250210,2025-02-10,OUT-041,T-017,DEV-001,261,413,45394.02,11619.91,11,153,184
20250211,2025-02-11,OUT-041,T-017,DEV-002,289,474,48909.04,12631.87,13,169,188
20250212,2025-02-12,OUT-041,T-017,DEV-004,318,507,43741.12,10855.74,13,169,192
20250213,2025-02-13,OUT-041,T-017,DEV-004,285,459,43397.3,10789.09,9,154,192
20250214,2025-02-14,OUT-041,T-017,DEV-003,270,444,56067.82,13739.19,11,164,195
20250215,2025-02-15,OUT-041,T-017,DEV-007,191,325,33410.6,8900.03,9,117,133
20250216,2025-02-16,OUT-041,T-017,DEV-001,184,293,29572.68,8668.18,6,117,137
20250217,2025-02-17,OUT-041,T-017,DEV-007,292,482,48741.91,12255.74,11,164,203
20250218,2025-02-18,OUT-041,T-017,DEV-005,246,374,51687.01,14778.92,5,162,190
20250219,2025-02-19,OUT-041,T-017,DEV-001,277,435,54410.6,14830.5,10,166,197
20250220,2025-02-20,OUT-041,T-017,DEV-003,257,408,49154.72,14160.32,11,164,198
20250221,2025-02-21,OUT-041,T-017,DEV-008,231,403,52064.64,14540.14,9,163,199
20250222,2025-02-22,OUT-041,T-017,DEV-004,181,284,27711.55,8080.87,8,109,138
20250223,2025-02-23,OUT-041,T-017,DEV-006,183,299,32022.99,8073.21,2,108,141
20250224,2025-02-24,OUT-041,T-017,DEV-006,259,414,48402.67,12699.51,8,162,203
20250225,2025-02-25,OUT-041,T-017,DEV-003,314,541,52424.87,14815.87,12,158,191
20250226,2025-02-26,OUT-041,T-017,DEV-007,252,403,56253.84,13781.04,9,164,208
20250227,2025-02-27,OUT-041,T-017,DEV-005,286,469,44132,10939.88,13,164,198
20250228,2025-02-28,OUT-041,T-017,DEV-003,358,600,50839.3,14958.47,14,158,187
20250301,2025-03-01,OUT-041,T-017,DEV-008,181,284,33820.12,8645.67,8,109,129
20250302,2025-03-02,OUT-041,T-017,DEV-001,177,316,34884.42,9802.58,7,103,133
20250303,2025-03-03,OUT-041,T-017,DEV-007,274,429,51969.99,14973.35,13,161,198
20250304,2025-03-04,OUT-041,T-017,DEV-008,284,434,54600.75,13287.43,7,170,195
20250305,2025-03-05,OUT-041,T-017,DEV-003,328,515,51081.74,12739.27,15,167,208
20250306,2025-03-06,OUT-041,T-017,DEV-003,265,413,49623.43,12711.45,8,171,204
20250307,2025-03-07,OUT-041,T-017,DEV-003,316,520,53941.39,15898.95,14,161,196
20250308,2025-03-08,OUT-041,T-017,DEV-002,200,327,38998.21,10469.32,10,110,136
20250309,2025-03-09,OUT-041,T-017,DEV-005,202,324,33149.26,9706.34,10,112,135
20250310,2025-03-10,OUT-041,T-017,DEV-007,306,516,49181.73,12422.36,9,173,197
20250311,2025-03-11,OUT-041,T-017,DEV-003,271,450,54634.94,13279.83,9,174,198
20250312,2025-03-12,OUT-041,T-017,DEV-007,303,516,46920.02,13402.05,15,163,206
20250313,2025-03-13,OUT-041,T-017,DEV-003,250,405,50634.88,14792.71,13,174,205
20250314,2025-03-14,OUT-041,T-017,DEV-001,292,491,47931.33,11665.93,11,164,195
20250315,2025-03-15,OUT-041,T-017,DEV-005,224,360,33687.71,9213.32,11,102,127
20250316,2025-03-16,OUT-041,T-017,DEV-003,208,320,33276.35,8542.17,10,113,142
20250317,2025-03-17,OUT-041,T-017,DEV-004,251,414,49386.44,12432.39,11,170,208
20250318,2025-03-18,OUT-041,T-017,DEV-003,321,512,48527.18,13899.93,14,172,198
20250319,2025-03-19,OUT-041,T-017,DEV-001,298,469,49967.43,13223.12,7,167,200
20250320,2025-03-20,OUT-041,T-017,DEV-008,295,477,52966.67,14749.72,12,171,200
20250321,2025-03-21,OUT-041,T-017,DEV-003,308,483,57287.96,15947.31,10,172,203
20250322,2025-03-22,OUT-041,T-017,DEV-004,218,341,34657.22,8550.12,8,119,141
20250323,2025-03-23,OUT-041,T-017,DEV-005,180,264,38314.05,10251.19,11,115,139
20250324,2025-03-24,OUT-041,T-017,DEV-006,328,529,54143.92,15954.17,12,177,198
20250325,2025-03-25,OUT-041,T-017,DEV-004,282,476,45955.32,12305.81,6,164,207
20250326,2025-03-26,OUT-041,T-017,DEV-004,308,509,54081.15,14063.77,10,177,204
20250327,2025-03-27,OUT-041,T-017,DEV-006,308,511,60208.99,16180.2,14,165,214
20250328,2025-03-28,OUT-041,T-017,DEV-008,359,579,50845.14,13019.97,13,171,209
20250329,2025-03-29,OUT-041,T-017,DEV-002,183,286,38341.37,10690.53,5,110,134
20250330,2025-03-30,OUT-041,T-017,DEV-008,206,331,34687.92,9505.33,5,116,143
20250331,2025-03-31,OUT-041,T-017,DEV-003,277,435,52786.82,14190.64,12,166,205
20250401,2025-04-01,OUT-041,T-017,DEV-008,343,554,47171.68,13179.84,13,171,208
20250402,2025-04-02,OUT-041,T-017,DEV-005,351,554,46852.01,12310.83,14,169,207
20250403,2025-04-03,OUT-041,T-017,DEV-003,278,440,51248.35,14351.82,8,176,200
20250404,2025-04-04,OUT-041,T-017,DEV-003,271,446,54468.51,14475.67,11,180,216
20250405,2025-04-05,OUT-041,T-017,DEV-005,197,295,33308.18,8810.47,6,117,140
20250406,2025-04-06,OUT-041,T-017,DEV-006,185,298,37198.92,10159.19,9,120,137
20250407,2025-04-07,OUT-041,T-017,DEV-003,315,516,49343.33,12856.65,12,165,208
20250408,2025-04-08,OUT-041,T-017,DEV-003,308,498,51212.8,15012.65,10,168,212
20250409,2025-04-09,OUT-041,T-017,DEV-006,345,563,45017.56,11589.48,15,172,206
20250410,2025-04-10,OUT-041,T-017,DEV-008,333,511,44752.93,10930.79,13,174,202
20250411,2025-04-11,OUT-041,T-017,DEV-002,295,497,59510.87,15981.76,14,183,213
20250412,2025-04-12,OUT-041,T-017,DEV-002,205,326,26260.53,6820.02,4,119,147
20250413,2025-04-13,OUT-041,T-017,DEV-006,203,334,35092.54,9429.8,6,125,142
20250414,2025-04-14,OUT-041,T-017,DEV-003,339,567,52651.24,14923.53,12,179,207
20250415,2025-04-15,OUT-041,T-017,DEV-004,281,475,49890.06,13108.73,9,175,215
20250416,2025-04-16,OUT-041,T-017,DEV-008,308,499,61662.93,16622.13,11,176,207
20250417,2025-04-17,OUT-041,T-017,DEV-006,257,411,54338.38,14486.81,14,176,219
20250418,2025-04-18,OUT-041,T-017,DEV-004,273,424,48515.54,13395.8,10,175,208
20250419,2025-04-19,OUT-041,T-017,DEV-002,197,315,34275.07,9507.64,9,117,141
20250420,2025-04-20,OUT-041,T-017,DEV-001,204,334,35147.97,9051.89,9,118,136
20250421,2025-04-21,OUT-041,T-017,DEV-005,330,519,54108.37,14233.5,10,177,211
20250422,2025-04-22,OUT-041,T-017,DEV-007,340,559,60458.81,15318.96,14,182,205
20250423,2025-04-23,OUT-041,T-017,DEV-008,298,489,55059.05,13971.55,18,177,211
20250424,2025-04-24,OUT-041,T-017,DEV-006,306,460,52497.16,14867.99,14,175,213
20250425,2025-04-25,OUT-041,T-017,DEV-004,319,516,50346.31,13414.51,12,187,215
20250426,2025-04-26,OUT-041,T-017,DEV-008,218,330,34194.15,9732.44,7,121,151
20250427,2025-04-27,OUT-041,T-017,DEV-001,197,347,35804.7,10056.53,9,122,143
20250428,2025-04-28,OUT-041,T-017,DEV-008,388,647,55727.33,14678.55,15,178,211
20250429,2025-04-29,OUT-041,T-017,DEV-008,326,512,61291.18,16044.43,14,179,211
